# ID  RA  Dec  zRS  Distance 
360  216.1924891  1.170883582  0.0394439  52.3514613997  
361  216.40848  1.0126345  0.05472433  85.1719969762  
380  162.98346  -0.41749728  0.04805402  101.467725224  
381  162.8869645  -1.002885645  0.0373052  74.3982894775  
382  162.9005812  -1.087876085  0.038295  76.7924419885  
383  162.9100373  -1.126171325  0.0381025  76.3359357749  
384  162.7158859  -0.903378296  0.038083  76.3979171483  
385  162.73436  -0.79789964  0.03755802  75.0720056366  
386  162.4724517  -0.39295795  0.0380725  76.4076240584  
387  162.4063318  -0.907113334  0.0383637  77.4156014373  
388  162.65328  -0.83108198  0.03768215  75.4725549001  
389  162.2894743  -0.908574814  0.0380423  76.7706143992  
60  236.9352739  9.017959863  0.051357  48.3962554223  
61  237.0230599  9.118071437  0.0417945  22.2848164862  
258  208.6860479  0.11511675  0.0298284  21.7412774166  
259  209.27672  0.75954513  0.04869257  77.3976554989  
64  237.0972352  9.105044543  0.041736  22.1049155979  
65  237.068204  9.115921767  0.041717  22.0664396406  
66  238.32741  7.5582389  0.04336397  27.2446223669  
67  238.2473387  8.016475108  0.0410322  21.0494880787  
252  205.42577  0.63591717  0.04894651  77.8243631102  
253  205.4958844  0.601476702  0.0476894  74.0709757212  
250  155.6306908  0.693027532  0.0336773  73.6542256936  
251  156.14897  1.1098312  0.02170384  53.1223254715  
256  210.68384  -0.58758386  0.05433095  94.328110832  
257  210.5440941  -0.236196108  0.0442528  64.6169995956  
254  206.80646  -0.67132914  0.04749686  73.804281732  
255  210.90651  -0.1400138  0.04798348  75.7717664943  
500  174.081251  15.49788156  0.0363849  55.6362931062  
469  197.58893  7.9527695  0.04566316  68.1033136392  
468  197.63555  8.5085688  0.03241227  28.8597565608  
465  195.8213072  7.782148701  0.0445504  65.1622595077  
464  195.8977924  7.996851197  0.0463183  70.3357586765  
467  195.9224324  7.515697555  0.0489157  78.1731555941  
466  195.907648  7.90398496  0.0461022  69.7155612343  
461  195.7916174  7.548588711  0.0487514  77.702230165  
460  195.3717941  7.841608011  0.0454477  67.9078155633  
463  195.8816003  7.967971619  0.0465842  71.1362660201  
462  195.6806751  7.672174035  0.0491788  78.9641540418  
168  151.56104  -0.98272919  0.04583225  108.354924158  
169  151.970465  -0.1537837  0.0461193  108.314680758  
164  150.44232  -0.21109708  0.03312969  78.8083320525  
165  150.51385  -0.21379652  0.04516219  107.528495768  
166  150.47062  -0.12517918  0.03283051  78.1044579922  
167  151.64216  -0.88433315  0.04341146  102.013813262  
160  148.97539  0.33293438  0.04747811  115.117421669  
161  149.041  0.32583021  0.03545549  85.3644191118  
162  150.01692  -0.58805614  0.04600773  110.425221274  
163  150.00945  -1.0622464  0.04609136  110.831203097  
9  150.96902  12.883048  0.05220002  122.156731875  
357  215.61509  0.059059204  0.03167036  30.4467801749  
356  171.90895  0.66418945  0.0291669  46.2424394933  
355  172.0683212  0.891327983  0.0398945  70.2931125561  
354  171.4941545  0.821497627  0.0492155  95.8289532664  
353  171.06254  0.41889841  0.03966612  70.9245384715  
352  171.0382557  0.700566972  0.0260055  42.1155499623  
351  170.2000637  0.468571101  0.0241728  40.9416716607  
350  170.10672  1.0668276  0.02303798  39.6823500269  
359  216.5748  0.15433  0.05433347  84.7551534781  
358  216.1382131  1.177316681  0.0387786  50.4027635325  
216  149.44456  0.67282345  0.04660738  112.180210427  
217  149.37023  0.58818421  0.04639048  111.731817116  
214  147.89718  0.43473978  0.02063313  60.467752394  
215  149.53812  0.60086726  0.04669769  112.333193831  
212  147.51314  0.71902039  0.03094283  77.2721542081  
213  147.89586  1.1120728  0.02054176  60.1884418185  
210  145.72946  0.12689565  0.03669919  92.1341604077  
211  146.0209337  0.733534659  0.0361773  90.3779856378  
218  149.4302413  0.689937644  0.0458904  110.328583098  
219  149.55064  0.23722537  0.03502265  83.8296927413  
289  168.9558697  0.860409102  0.0458199  88.9217779124  
288  168.9575052  0.993105729  0.0461249  89.6839491392  
4  150.85092  12.957766  0.03518408  79.2876625017  
281  170.0444  -0.27544492  0.0400801  73.3264798086  
280  168.3664536  -0.056934537  0.0393729  73.1399907599  
283  169.6790312  -0.361661672  0.0405755  74.9957223813  
282  168.98102  -0.773836  0.02725009  46.9692700141  
285  168.86029  0.26984368  0.04394962  84.2892755202  
284  168.74148  0.48968267  0.04916326  98.3682756656  
287  169.1037019  0.781881553  0.0459212  89.0849652922  
286  168.84205  0.11539415  0.02736283  46.8331843447  
263  212.02417  -0.1941604  0.05358892  90.163393838  
262  212.13171  -0.12704596  0.02506297  12.3329263418  
261  212.0855918  -0.675441954  0.052524  88.0554714022  
260  212.0877781  -0.591276309  0.0523256  87.5290016302  
267  158.464007  -0.561364245  0.0313398  66.0322233745  
266  211.68879  -0.59641286  0.05274726  89.114413449  
265  212.1035808  -0.589137031  0.0526762  88.2953563734  
264  212.0066067  -0.225609442  0.0532891  89.5275975251  
269  159.79762  -0.015888204  0.04991302  109.64940975  
268  159.7991301  -0.409475097  0.0187641  47.8544769681  
59  237.032786  9.167134235  0.0390495  16.1701641559  
58  236.9937958  9.159131246  0.0389804  16.0878140973  
55  237.09703  9.837839  0.04008262  17.4133857797  
54  237.16106  9.817032  0.05111079  46.8768193476  
57  237.04894  9.0734947  0.03926871  16.6949753538  
56  237.1960168  9.524059801  0.040181  17.9135476885  
51  237.13583  8.5879281  0.01426534  40.0867504074  
50  236.8653134  8.32118623  0.0412666  22.0338884525  
53  237.07242  9.3985044  0.04042561  18.7035330065  
52  237.11744  9.5355789  0.03693713  12.56575591  
63  237.29432  10.052189  0.05116936  46.7719116047  
115  175.4361058  12.49364471  0.0341751  49.007388734  
114  173.61821  12.451974  0.04124846  68.8801896689  
117  176.39602  12.204941  0.0309458  40.6575211267  
116  175.4787319  12.50853456  0.0344976  49.7373522716  
111  172.10508  12.158667  0.04601798  83.2775679096  
110  169.9242214  11.99014083  0.0398083  68.8454145361  
113  173.73674  13.008795  0.03438968  51.2534323441  
112  171.8816034  12.14287749  0.0459582  83.3226529248  
119  178.74228  12.835974  0.05459871  102.14207546  
118  178.68803  12.959344  0.05462075  102.235601854  
429  163.70822  14.124429  0.0327373  58.6996466516  
428  215.96583  0.83114803  0.03854642  49.7067676272  
421  215.97523  -0.98393717  0.05239152  82.1356945016  
420  214.3830918  1.1408644  0.0543164  87.0926499281  
423  215.84445  -0.93197744  0.0545384  87.3100664704  
422  216.045824  -0.67891005  0.0504737  77.407091322  
425  215.94452  -0.66410701  0.05255749  82.2548547231  
424  216.00782  -0.77357037  0.052235  81.524476771  
427  215.77429  0.81062074  0.05380911  84.0852174658  
426  215.68321  -1.0286977  0.03876558  50.6319168689  
308  216.81292  0.93109224  0.05225234  78.7873589484  
309  217.0188999  1.006276104  0.0256694  17.7090497994  
300  217.56241  0.62139459  0.0262329  19.3645806159  
301  216.8348559  1.025840348  0.0256564  17.4820005058  
302  216.81064  0.99033868  0.05238415  79.0440574997  
303  216.873541  1.055843959  0.0257728  17.7006018347  
304  217.0766874  1.129566613  0.0548844  84.496227498  
305  217.3023063  0.85042783  0.054372  83.1767541499  
306  217.30666  1.0717938  0.03689209  45.7114318833  
307  218.90785  -1.0294385  0.03835317  51.3296524736  
229  150.08223  0.4782499  0.04612698  110.265603407  
228  150.03877  0.19701772  0.04675085  112.041085025  
227  150.08477  0.50597453  0.03316718  79.0371758058  
226  150.13205  0.54897864  0.03252227  77.5939388907  
225  150.06597  0.51724897  0.03290574  78.4952852482  
224  150.1015385  0.70458863  0.0333727  79.388605199  
223  149.65731  0.87075168  0.03902926  92.8084685084  
222  149.91553  0.54105659  0.04483392  107.096419487  
221  149.70775  0.16144659  0.04730976  113.895118838  
220  149.64744  0.57001104  0.04577184  109.813590035  
391  164.35813  -0.71444173  0.05399065  116.4295613  
390  164.30684  -0.8317685  0.03855626  75.7794679313  
151  242.18759  24.20484  0.04089347  17.125048221  
150  242.74847  24.435982  0.03360607  16.0588864726  
153  146.32958  -0.30622363  0.03645184  91.017593781  
152  146.3654064  -0.343547671  0.0524839  131.676092204  
155  146.2318475  0.068224357  0.0216082  63.3312527817  
154  146.05733  -0.097030167  0.03673035  91.9047995073  
157  146.8068  0.66563514  0.0200758  60.8577504978  
156  146.5203177  0.871857262  0.0268083  70.5272018642  
159  148.76194  0.75748407  0.04713756  114.321969355  
158  146.79909  0.70274154  0.03053254  77.2631397633  
83  205.19775  14.024836  0.04265201  58.4244352082  
399  167.14663  0.21605911  0.04209985  81.2022007867  
398  167.16509  0.28432082  0.02485563  45.0865846614  
48  234.68536  9.6142779  0.04389695  28.9785078999  
49  234.4077204  9.314863336  0.0351072  15.5872377307  
46  234.45206  9.316038272  0.0350799  15.5193896192  
47  234.60483  9.6409866  0.05480984  58.7219940063  
44  163.71981  14.423955  0.03323443  59.7296852135  
45  234.7788313  9.296145808  0.0438573  29.0519737058  
42  161.27916  14.313288  0.03736692  72.0044161827  
43  164.40662  14.941084  0.04787067  95.6377320787  
40  161.2197667  14.30747137  0.0327811  61.6780777726  
41  161.3669501  14.27325254  0.0335246  63.1082854992  
5  150.89093  12.694514  0.02275996  56.9745812995  
489  199.1540901  7.08590483  0.0476961  74.1641944039  
488  199.1451298  7.120776699  0.0507537  83.3131150814  
487  199.1150241  7.035102392  0.0505617  82.7443379619  
486  199.1350288  7.032888089  0.052654  89.0029471407  
485  199.2566847  6.357078458  0.0236115  5.33054572436  
484  199.314573  6.401695134  0.0235383  5.18261403528  
483  199.2907  7.1625574  0.05303094  90.0936625691  
482  199.3256931  7.038906498  0.0527597  89.2905858798  
481  199.3422862  6.842144602  0.0517859  86.376324685  
480  199.35533  6.8809183  0.05308791  90.271228763  
472  198.0173769  8.667204168  0.0505324  82.398391493  
473  199.73276  6.5616922  0.04008407  51.324108043  
470  197.738571  8.627347761  0.0521899  87.3888836436  
471  197.9371176  8.751074  0.0510639  83.9774707495  
476  199.70215  6.94319  0.05352129  91.5197588272  
477  199.47355  6.9653348  0.04040961  52.3309176939  
474  199.72198  6.5886549  0.04952318  79.5550646648  
475  199.52506  6.8044252  0.04019268  51.6774786584  
478  199.4564291  7.16729236  0.0498493  80.558302123  
479  199.5264383  7.127233621  0.0502956  81.8842002912  
